client_id,occupation,Income_level,investment_tenure,Recency,monetary,Frequency(annual),total_investment_value,age
850,BUSINESS,6764020,4,1.0,3,2.0,23292884,27.0
854,FREELANCER,8407153,5,4.0,1,1.0,12635460,44.0
855,JOB,1123510,8,3.0,2,2.0,18638273,46.99999999999999
856,JOB,848496,7,1.0,2,5.0,15427284,27.0
858,JOB,4561433,6,3.0,3,5.0,3457927,37.0
859,BUSINESS,12276555,2,4.0,4,3.0,2495987,27.0
861,FREELANCER,3052442,8,5.0,2,1.0,20597298,35.0
862,JOB,8897016,4,2.0,5,5.0,8499521,18.0
863,BUSINESS,2358605,3,4.0,5,3.0,1345469,48.0
864,JOB,4637678,3,3.0,4,4.0,14347279,50.0
866,BUSINESS,4723459,3,2.0,2,1.0,8623792,29.0
867,JOB,1684388,4,1.0,4,2.0,3253286,35.0
868,JOB,6304245,2,5.0,5,4.0,8498609,36.0
869,FREELANCER,9120379,5,3.0,2,1.0,4016471,39.0
871,JOB,5069748,3,4.0,6,2.0,5849299,31.0
872,JOB,3839066,8,3.0,5,3.0,11257964,25.0
873,BUSINESS,3746073,6,4.0,2,2.0,4677458,19.0
874,JOB,1092106,7,1.0,4,2.0,11254852,25.0
876,JOB,1264694,6,4.0,1,5.0,4741753,50.0
877,FREELANCER,3704980,2,5.0,2,4.0,503515,27.0
878,BUSINESS,9139602,6,5.0,5,4.0,10126806,35.0
880,JOB,7025458,6,3.0,4,5.0,9876534,44.0
881,JOB,7763551,2,2.0,2,3.0,13135985,58.0
882,BUSINESS,2276550,3,3.0,2,2.0,10699377,27.0
885,FREELANCER,9488587,5,2.0,2,4.0,4432482,39.0
886,JOB,2340303,2,1.0,3,2.0,1136300,51.0
892,FREELANCER,1113215,6,2.0,3,3.0,6067426,38.0
895,BUSINESS,10599119,2,5.0,1,3.0,18455088,45.99999999999999
896,JOB,1172907,1,2.0,4,3.0,12804625,39.0
897,JOB,7550268,5,3.0,4,2.0,16906026,31.0
898,FREELANCER,10964158,1,4.0,2,3.0,6978882,34.0
899,JOB,5908205,5,1.0,3,3.0,12529119,44.99999999999999
904,BUSINESS,4277855,6,2.0,2,1.0,13644865,44.99999999999999
906,FREELANCER,9213864,5,1.0,1,3.0,2876550,33.0
908,JOB,3415069,1,3.0,2,3.0,7287435,40.0
909,JOB,3650037,6,2.0,1,1.0,12143812,39.0
911,BUSINESS,5511325,2,1.0,5,4.0,7338889,29.0
913,BUSINESS,6919830,4,1.0,5,2.0,6401743,35.0
915,BUSINESS,3324268,5,3.0,2,5.0,3512689,32.0
916,JOB,11148604,7,5.0,1,5.0,4381474,35.0
919,FREELANCER,5477859,6,2.0,4,5.0,7579878,28.0
920,JOB,3089480,7,4.0,3,5.0,6271313,34.0
922,JOB,4879716,7,3.0,2,1.0,1980108,22.0
923,FREELANCER,6338445,9,3.0,6,3.0,11530114,34.0
924,FREELANCER,8544477,7,1.0,2,1.0,4947347,25.0
925,JOB,4426195,5,2.0,5,3.0,10247532,44.0
926,JOB,1420589,7,4.0,4,2.0,15293847,18.0
927,JOB,5252224,5,4.0,5,2.0,12438710,27.0
928,BUSINESS,11426822,5,5.0,2,5.0,5499779,36.0
929,BUSINESS,2183404,4,3.0,4,2.0,1330529,48.0
931,JOB,6660251,3,3.0,3,1.0,3769349,27.0
932,FREELANCER,2367052,8,4.0,2,2.0,2629679,51.0
934,BUSINESS,6574164,2,1.0,2,1.0,3895168,18.0
938,RETIRED,4047322,6,3.0,1,2.0,8927739,40.0
939,JOB,5083307,3,2.0,5,2.0,16878188,35.0
940,BUSINESS,744606,5,4.0,2,3.0,3746140,27.0
941,JOB,4610502,8,4.0,3,1.0,6328442,20.0
942,BUSINESS,1552238,3,4.0,2,4.0,11019377,41.0
944,FREELANCER,6111378,7,2.0,3,1.0,7854660,32.0
946,JOB,6220266,5,5.0,3,2.0,10980227,22.0
948,RETIRED,7254104,7,2.0,4,4.0,6313041,26.0
950,BUSINESS,11375967,4,2.0,6,3.0,9648449,35.0
951,BUSINESS,1738405,7,5.0,1,2.0,17238441,30.0
953,JOB,2351271,6,3.0,1,5.0,2552723,20.0
954,RETIRED,1457643,3,5.0,5,5.0,6899994,46.99999999999999
955,JOB,6114544,8,2.0,2,1.0,11786585,32.0
959,JOB,6125222,8,1.0,3,1.0,10575891,38.0
961,JOB,1957966,5,5.0,3,2.0,608713,39.0
962,BUSINESS,1995605,5,4.0,2,1.0,15457087,45.99999999999999
963,JOB,2769217,5,3.0,2,5.0,16418257,34.0
964,JOB,7603936,6,1.0,5,2.0,11082193,40.0
966,JOB,3589500,4,4.0,3,2.0,5580192,46.99999999999999
967,FREELANCER,7656892,5,5.0,4,2.0,3646735,26.0
968,JOB,4601517,2,1.0,4,3.0,12289610,51.0
972,RETIRED,6650385,8,4.0,4,1.0,4949662,26.0
975,JOB,4175217,4,2.0,2,2.0,4262010,28.0
977,BUSINESS,2137823,5,3.0,4,4.0,4622116,28.0
979,JOB,9941655,2,4.0,1,5.0,1563967,18.0
981,JOB,9451304,6,2.0,5,3.0,8904446,40.0
982,FREELANCER,6629032,3,1.0,5,1.0,10703171,37.0
985,FREELANCER,1683330,5,2.0,4,1.0,20068051,32.0
988,JOB,1874403,5,3.0,5,5.0,24620900,41.0
990,FREELANCER,5766494,4,4.0,2,4.0,5311860,33.0
991,FREELANCER,3171219,4,1.0,4,5.0,6559631,35.0
992,BUSINESS,11085311,3,2.0,3,1.0,12947030,18.0
994,BUSINESS,3683134,1,2.0,5,5.0,1292404,26.0
998,JOB,2252474,4,1.0,4,3.0,4629745,39.0
999,RETIRED,798421,4,5.0,2,2.0,871761,27.0
