client_id,occupation,Income_level,investment_tenure,Recency,monetary,Frequency(annual),total_investment_value,age
548,BUSINESS,8178887,5,2,3,2,7622617,43
549,FREELANCER,10248392,9,4,5,2,20467406,34
550,RETIRED,3326274,5,2,1,2,23172265,56
551,BUSINESS,5206500,5,5,4,4,15637026,56
552,FREELANCER,2909800,1,2,2,1,13165998,22
553,JOB,7830403,9,3,5,2,20373227,68
554,JOB,5786271,10,3,4,5,17764410,31
555,BUSINESS,11716162,5,4,3,1,15142621,70
556,RETIRED,12463329,4,3,3,4,14133908,57
557,BUSINESS,7301667,2,2,3,3,7150650,59
558,RETIRED,1818565,3,1,6,2,24374630,55
559,BUSINESS,2433656,5,5,5,3,14067222,24
560,RETIRED,12871825,2,5,6,2,23843250,52
561,BUSINESS,3545290,6,1,5,1,7155764,25
562,FREELANCER,12485850,9,2,6,4,25028621,59
563,RETIRED,7718773,9,4,6,3,19315690,62
564,FREELANCER,13839404,9,4,2,4,7497925,48
565,RETIRED,14581816,2,4,2,3,19249110,48
566,FREELANCER,4328054,3,4,3,2,24438298,56
567,JOB,7119506,3,5,6,3,14718706,28
568,BUSINESS,12138288,2,2,5,4,2000226,23
569,FREELANCER,9133250,9,4,2,4,28665307,29
570,RETIRED,993828,8,5,4,1,9887459,36
571,BUSINESS,6887510,9,1,4,3,20539271,47
572,JOB,6026787,10,2,3,3,26274967,53
573,FREELANCER,13106091,9,5,3,4,28663162,30
574,BUSINESS,13524256,7,2,3,2,18457456,52
575,BUSINESS,13996925,3,5,5,4,23552023,46
576,RETIRED,7646239,3,2,2,1,17620716,64
577,BUSINESS,3471372,6,1,4,2,1411023,64
578,JOB,10029397,4,3,2,3,14057961,20
579,RETIRED,7854518,6,1,5,2,4697772,51
580,BUSINESS,12028746,3,1,3,3,2692978,63
581,JOB,2805287,5,4,5,1,25843416,53
582,FREELANCER,14394608,5,1,4,3,23460034,64
583,BUSINESS,3584659,6,3,5,1,23120908,70
584,BUSINESS,3102396,2,4,4,3,17528605,23
585,FREELANCER,12545995,8,3,6,3,19695850,64
586,JOB,14128433,2,2,3,2,26327090,63
587,FREELANCER,11847423,8,4,5,3,14528241,19
588,JOB,6438020,2,3,5,2,6019737,55
589,JOB,3604257,4,4,3,3,9934445,49
590,BUSINESS,9309109,9,4,2,4,22932627,69
591,JOB,5730333,10,3,2,4,25084116,53
592,FREELANCER,7624106,5,3,5,3,6025455,26
593,RETIRED,7992184,9,4,4,2,5446457,55
594,BUSINESS,11789361,4,4,2,2,3215986,27
595,JOB,3186251,2,3,6,3,12305339,62
596,RETIRED,1449496,5,2,3,1,23456137,25
597,FREELANCER,7942923,2,3,6,2,19730993,64
598,JOB,14318372,10,3,3,5,21523471,48
599,RETIRED,13966964,7,5,1,3,17900981,51
600,JOB,8285772,8,2,4,3,19065424,37
601,BUSINESS,8061747,5,3,4,4,4590647,22
602,JOB,1427422,7,5,5,2,624827,40
603,RETIRED,6662161,5,5,5,2,28577161,34
604,BUSINESS,7255219,7,5,2,2,17586307,21
605,BUSINESS,6030902,10,1,5,4,13382109,21
606,BUSINESS,3825180,2,4,4,2,5157300,18
607,FREELANCER,6362055,9,4,4,5,27051597,54
608,RETIRED,5051154,7,3,5,2,23980791,62
609,JOB,10683763,3,4,4,3,13730266,35
610,RETIRED,8696280,7,5,4,3,23578234,37
611,JOB,7590680,6,3,2,4,22357253,56
612,RETIRED,9382492,1,2,4,4,4247703,68
613,JOB,15216517,10,1,1,2,27538121,55
614,JOB,9959816,5,5,1,3,16742023,30
615,FREELANCER,1209006,2,3,3,4,7898857,40
616,RETIRED,14626902,4,3,3,3,23571721,40
617,BUSINESS,12288035,10,2,1,3,21524220,30
618,FREELANCER,7788761,7,3,2,1,13998616,19
619,FREELANCER,7576300,8,3,6,3,13317337,51
620,JOB,5267144,2,2,3,2,17944763,61
621,RETIRED,13003069,6,4,4,2,3239951,23
622,RETIRED,15042277,3,2,3,3,9939978,46
623,FREELANCER,2190394,8,2,1,4,18533008,44
624,FREELANCER,6312377,6,2,5,2,12334919,62
625,BUSINESS,12129199,7,4,1,4,21886442,20
626,BUSINESS,7977154,6,4,5,2,18087584,45
627,FREELANCER,5055599,7,4,2,4,21046312,35
628,FREELANCER,10127081,9,2,5,4,5109873,48
629,BUSINESS,9727945,6,3,2,2,7194332,63
630,FREELANCER,10837585,6,2,3,2,17554314,41
631,RETIRED,3331513,3,5,4,5,4245861,41
632,BUSINESS,11900067,6,5,1,2,25419913,68
633,RETIRED,5229201,5,3,5,3,8872715,71
634,FREELANCER,8717805,3,5,4,4,10082296,68
635,JOB,13886804,5,3,1,2,1522156,23
636,BUSINESS,10740104,8,1,6,4,13146511,63
637,RETIRED,8459789,7,2,2,2,28972901,29
638,RETIRED,5789035,5,2,2,4,20516480,57
639,BUSINESS,4629561,9,1,2,4,28352530,67
640,JOB,6397388,1,2,3,2,21114577,69
641,JOB,14505043,8,4,5,4,25343964,49
642,JOB,4941948,4,4,2,2,3999500,68
643,JOB,7005573,3,2,3,3,1517278,19
644,JOB,13413362,9,3,2,4,13197341,19
645,BUSINESS,4943740,4,2,4,3,21703944,60
646,BUSINESS,5894597,8,4,2,3,27102403,54
647,RETIRED,13318106,4,2,2,1,11244580,52
648,JOB,4743266,7,3,5,5,11238543,66
649,BUSINESS,12639920,2,3,3,5,13798204,32
650,BUSINESS,1072389,4,3,2,4,22795731,50
651,RETIRED,10978573,10,3,3,1,1411454,65
652,JOB,10077900,9,5,6,4,6797968,35
653,RETIRED,14803577,6,5,6,2,15364187,70
654,FREELANCER,2817166,8,2,1,3,23744813,30
655,RETIRED,12373187,9,3,6,2,10231209,44
656,RETIRED,1089171,9,2,2,4,22278985,62
657,JOB,7935932,4,4,4,1,23530942,32
658,FREELANCER,1917004,5,2,2,3,27383835,41
659,JOB,12332946,1,2,3,3,18487318,34
660,JOB,14521234,2,5,6,3,28637635,48
661,FREELANCER,3549445,2,3,6,2,25070605,41
662,BUSINESS,9701221,9,3,2,2,2876632,21
663,FREELANCER,10259149,4,1,2,4,16265417,39
664,FREELANCER,14588643,6,1,6,1,8984857,19
665,RETIRED,12999180,1,2,1,2,29079316,30
666,BUSINESS,3715771,8,3,3,3,7596247,47
667,FREELANCER,14428196,1,3,5,4,20697430,61
668,BUSINESS,1097572,10,4,5,3,11433681,54
669,RETIRED,2308565,6,4,3,2,26968289,64
670,FREELANCER,9855482,7,3,3,2,22368775,41
671,BUSINESS,1115738,5,3,4,5,6782334,32
672,FREELANCER,11902812,6,3,3,3,27446658,67
673,JOB,6654020,8,5,6,2,6622317,22
674,FREELANCER,6667155,4,5,5,3,5976080,29
675,FREELANCER,2569924,3,3,5,2,21936950,21
676,FREELANCER,4596180,8,3,2,1,9353241,66
677,BUSINESS,13008698,5,1,2,2,1689051,39
678,BUSINESS,5878692,3,3,2,2,9906528,62
679,RETIRED,7292022,9,5,2,5,13445345,22
680,FREELANCER,7738478,8,1,5,5,29204485,62
681,JOB,10585241,6,3,5,1,11944930,44
682,RETIRED,6171935,9,4,3,3,6802803,23
683,FREELANCER,1720048,3,1,4,2,18249672,27
684,JOB,4963941,3,5,2,2,7342419,63
685,FREELANCER,5811674,1,5,4,4,2722999,71
686,JOB,13162634,3,4,3,3,2877460,35
687,BUSINESS,14013223,7,4,3,3,25862973,44
688,RETIRED,3023553,9,2,3,1,12691492,41
689,FREELANCER,10179730,3,4,2,5,20246563,25
690,RETIRED,14124416,9,2,2,1,17413045,35
691,FREELANCER,8444042,5,5,2,3,23247801,69
692,JOB,3601236,2,4,5,3,26950137,60
693,FREELANCER,10559459,1,5,6,4,20563636,35
694,RETIRED,14816563,9,2,4,1,21578080,69
695,RETIRED,13106435,6,4,1,3,13557054,28
696,RETIRED,4241926,4,4,4,2,20828006,24
697,JOB,3942485,7,5,5,4,14485203,21
698,JOB,7764683,8,5,3,3,9303957,64
699,BUSINESS,9804185,9,2,1,5,9484086,19
700,BUSINESS,8876312,2,3,4,4,25851399,19
701,JOB,10995889,4,4,4,1,5827883,28
702,RETIRED,7625536,5,1,5,3,19206837,34
703,JOB,3872450,6,3,1,2,22074548,25
704,FREELANCER,14614517,8,5,5,2,23610026,21
705,FREELANCER,10813287,7,3,5,3,27568754,62
706,JOB,11761743,1,5,2,3,24940389,50
707,RETIRED,9415180,10,1,3,3,10399472,64
708,RETIRED,14149034,8,2,1,5,24871699,47
709,RETIRED,13645045,5,1,5,4,1532179,48
710,FREELANCER,6165352,2,3,5,4,12585201,38
711,FREELANCER,9355494,4,4,4,3,3016356,62
712,JOB,12077118,2,5,5,4,28461281,45
713,RETIRED,4531380,5,3,5,4,14091789,62
714,JOB,7820010,10,4,5,1,21785727,38
715,BUSINESS,5851144,2,4,4,4,9040426,41
716,RETIRED,1097645,1,2,1,4,22137346,48
717,JOB,14117783,6,1,3,2,21642624,42
718,BUSINESS,11047999,4,5,6,3,1999554,37
719,RETIRED,6890122,3,2,4,2,15917603,18
720,RETIRED,1176119,9,2,3,1,14129982,70
721,FREELANCER,15120629,5,2,5,3,15540774,45
722,JOB,4963082,9,3,4,2,3693238,56
723,JOB,1452070,7,1,5,5,16443760,18
724,BUSINESS,5602356,8,4,3,5,12709126,71
725,FREELANCER,6389324,6,5,3,4,23901171,23
726,BUSINESS,9913095,5,3,4,3,11282109,34
727,RETIRED,14338081,5,2,1,2,7615161,56
728,FREELANCER,10266960,7,2,5,4,10875010,25
729,JOB,5953663,3,4,1,4,27744710,28
730,BUSINESS,7958712,2,5,4,1,13821430,27
731,JOB,5749020,8,2,1,2,23743956,45
732,JOB,10080742,8,5,6,2,11917091,49
733,RETIRED,13040263,3,5,2,1,22694553,54
734,FREELANCER,5123973,4,2,3,2,19037472,61
735,RETIRED,8629790,6,5,3,2,23745199,57
736,JOB,5223523,7,2,6,2,6099575,55
737,BUSINESS,14869319,4,3,5,4,23959278,33
738,JOB,14088163,3,4,3,4,14094694,57
739,FREELANCER,1884823,4,4,5,4,28244207,54
740,JOB,13931973,9,2,2,2,754314,48
741,FREELANCER,11507963,7,4,4,1,8384564,42
742,RETIRED,2311985,4,2,2,2,8063718,47
743,RETIRED,8632890,6,3,5,3,2196525,22
744,BUSINESS,3970896,8,4,5,3,12513445,58
745,FREELANCER,12817815,6,1,1,4,19886831,23
746,BUSINESS,6479345,3,3,5,3,1702321,37
747,FREELANCER,7614556,2,2,2,1,19204385,65
748,FREELANCER,665113,2,4,5,2,19731794,34
749,JOB,11873127,3,3,3,1,11811209,67
750,FREELANCER,5314399,10,1,5,4,6584095,67
751,BUSINESS,8443606,7,5,2,3,9214971,45
752,BUSINESS,2736018,3,1,3,3,11735722,22
753,BUSINESS,10782775,7,2,2,2,22844237,21
754,FREELANCER,7064045,4,2,2,5,5877307,24
755,FREELANCER,5914861,3,5,5,2,17986228,63
756,JOB,14479844,5,4,2,3,24567661,29
757,FREELANCER,9243400,7,2,5,3,26907452,70
758,RETIRED,10101645,5,4,2,4,28780007,71
759,FREELANCER,9992347,5,3,2,4,29194493,53
760,JOB,8485938,2,2,1,1,19145418,43
761,BUSINESS,5262386,10,3,4,1,13216702,44
762,BUSINESS,14096596,1,1,4,5,4594127,68
763,FREELANCER,5155238,1,4,3,2,6269682,66
764,RETIRED,2366169,10,5,2,2,27073116,48
765,JOB,10794336,3,3,3,2,1092099,54
766,FREELANCER,14752175,9,3,5,5,20813302,41
767,FREELANCER,4939228,1,5,3,3,21667485,41
768,BUSINESS,9033044,6,5,5,4,1641756,41
769,RETIRED,13766855,5,2,2,4,24446740,45
770,FREELANCER,6447762,4,3,6,1,8876206,61
771,RETIRED,5068346,10,1,5,3,13628974,44
772,FREELANCER,15016608,6,4,1,4,26705827,40
773,BUSINESS,9212132,4,2,5,2,17601770,23
774,RETIRED,1994482,8,5,5,4,16812460,54
775,JOB,8078316,2,4,5,2,13931418,61
776,FREELANCER,12900649,5,2,2,4,18253892,33
777,RETIRED,5232764,6,2,5,2,12283318,26
778,FREELANCER,9853325,1,3,3,5,10988294,58
779,BUSINESS,11568566,9,2,5,4,27011102,24
780,BUSINESS,12286237,9,4,3,4,14258290,31
781,JOB,14331959,5,5,5,4,17253682,63
782,RETIRED,4163240,7,2,4,2,27740421,44
783,RETIRED,11402501,9,2,5,2,14781290,60
784,BUSINESS,4441306,1,2,2,5,15603223,52
785,RETIRED,10050760,2,3,4,5,22135834,28
786,RETIRED,10702370,5,2,1,3,23743193,44
787,JOB,5703483,5,3,1,2,26320590,62
788,FREELANCER,2951548,7,5,3,2,1405450,59
789,FREELANCER,15166174,8,1,4,5,2282668,44
790,JOB,14541963,5,3,5,3,14090505,33
791,FREELANCER,2100132,3,2,3,4,11454098,28
792,JOB,4266134,9,1,6,1,6492590,71
793,RETIRED,8756998,5,2,2,1,19105504,57
794,BUSINESS,7249367,9,3,5,3,13125610,35
795,JOB,5918977,3,4,6,2,17393005,60
796,BUSINESS,6573407,2,4,1,3,17751798,39
797,FREELANCER,8510743,3,4,3,4,8500730,51
798,JOB,2666702,10,5,6,1,18938990,55
799,BUSINESS,14655465,10,4,4,1,16281155,61
800,RETIRED,4661510,1,2,4,5,21308253,25
801,RETIRED,4688150,2,3,6,4,2296672,31
802,FREELANCER,3738309,1,4,3,2,10180888,31
803,RETIRED,7272736,2,4,4,3,1288245,21
804,FREELANCER,9352791,5,2,3,3,10531788,24
805,RETIRED,5009958,6,2,4,4,22464373,41
806,JOB,2458618,10,4,2,1,2873865,44
807,JOB,10031879,5,3,1,3,25629177,39
808,RETIRED,7686060,6,2,2,2,5715175,27
809,JOB,10658530,6,2,1,1,3697916,64
810,BUSINESS,4904206,6,2,2,2,24288655,22
811,RETIRED,1556186,1,4,3,2,20217663,71
812,BUSINESS,11456774,2,3,4,1,14268197,63
813,RETIRED,11396821,9,3,4,3,8246364,35
814,RETIRED,4279857,4,2,5,3,15501172,42
815,JOB,14560911,8,3,4,2,16391488,50
816,FREELANCER,5440546,3,2,2,2,7012301,19
817,FREELANCER,4950712,9,3,5,4,6975636,20
818,BUSINESS,817062,2,1,3,4,24903417,40
819,BUSINESS,12133811,9,4,5,1,2664958,44
820,JOB,12209681,9,2,3,1,14655927,51
821,RETIRED,13191535,4,3,2,5,2006459,67
822,RETIRED,13029627,10,4,4,3,3875358,23
823,FREELANCER,8180943,6,4,5,4,18111817,19
824,FREELANCER,7240146,2,2,2,2,884718,62
825,BUSINESS,1387054,8,5,3,4,21171168,38
826,BUSINESS,9723675,2,5,3,5,22634561,45
827,FREELANCER,13399248,2,4,2,2,9379767,36
828,JOB,6532290,8,4,6,3,22877958,48
829,FREELANCER,878042,3,1,4,1,3444318,22
830,JOB,9464987,7,3,4,1,19443140,51
831,JOB,12533438,5,2,5,3,4030075,40
832,JOB,14919471,3,5,2,3,16205873,64
833,JOB,5218939,4,2,6,2,25450598,50
834,BUSINESS,9292637,1,4,3,1,13752288,62
835,FREELANCER,769289,7,3,5,4,20948674,39
836,JOB,11898284,2,1,2,5,12347286,46
837,BUSINESS,1028176,7,1,6,2,24418020,62
838,BUSINESS,8175006,2,3,3,4,23272409,24
839,RETIRED,5542263,8,4,3,3,6224913,63
840,RETIRED,6795260,5,4,6,2,9155146,19
841,BUSINESS,5665569,3,3,4,1,24734618,63
842,BUSINESS,12064070,5,4,6,3,25565800,42
843,FREELANCER,5172383,5,5,5,4,15852083,38
844,FREELANCER,12971179,6,2,6,2,28863705,56
845,RETIRED,4012804,1,4,1,3,5024831,25
846,BUSINESS,12903373,7,1,2,2,8412379,50
847,RETIRED,1653883,6,5,4,3,23746481,43
848,RETIRED,14714469,9,4,3,1,11366201,66
849,BUSINESS,11611772,9,4,2,1,6892697,63
850,RETIRED,1859240,9,2,2,2,12281412,41
851,JOB,10811554,6,4,5,3,12454986,39
852,BUSINESS,6864373,5,4,5,4,12258682,59
853,BUSINESS,6204534,5,3,6,3,11132908,20
854,RETIRED,10711903,10,5,6,3,2505207,64
855,FREELANCER,10913454,4,1,1,3,13678850,47
856,FREELANCER,10080526,3,1,4,4,17017411,56
857,JOB,3950317,4,3,1,3,24774454,43
858,BUSINESS,12222657,2,4,4,1,26182367,33
859,JOB,11373430,7,4,6,3,27509397,68
860,RETIRED,2338846,7,2,2,4,5095852,49
861,RETIRED,6520570,7,2,5,2,9767538,31
862,FREELANCER,13609871,5,2,1,4,791615,51
863,RETIRED,884939,9,2,2,4,2248116,46
864,RETIRED,13521604,4,3,1,4,15719865,48
865,BUSINESS,6487151,1,3,3,3,18817600,37
866,JOB,11311876,6,4,1,4,13184114,30
867,BUSINESS,10067931,4,4,4,2,24241178,65
868,RETIRED,3814596,3,4,2,2,19754768,41
869,FREELANCER,1945196,10,4,2,4,18143385,48
870,RETIRED,4998020,3,1,4,4,28590568,22
871,BUSINESS,12943207,3,5,2,2,18126230,40
872,RETIRED,7913534,3,3,2,5,15871492,67
873,JOB,6099836,8,3,1,4,15010696,41
874,FREELANCER,3554507,6,2,6,4,18042241,49
875,BUSINESS,735738,8,4,3,2,17554323,26
876,FREELANCER,4391592,8,2,4,4,28454742,26
877,BUSINESS,5766011,7,2,4,2,5134008,67
878,RETIRED,10986443,4,4,5,5,22813242,21
879,FREELANCER,5827293,3,3,2,3,28063271,58
880,BUSINESS,8347082,2,2,4,3,21301661,33
881,RETIRED,3802957,9,2,4,4,5377407,43
882,RETIRED,10769302,1,1,2,3,1888651,43
883,RETIRED,10643820,3,2,4,4,22363938,21
884,JOB,4670282,9,1,2,2,19907000,46
885,RETIRED,4393807,1,2,4,3,21470881,31
886,RETIRED,11718386,3,2,5,4,24469665,27
887,FREELANCER,610795,9,4,4,2,1854904,40
888,RETIRED,8295266,7,4,4,2,24469630,21
889,BUSINESS,13488550,8,4,4,4,12709678,43
890,BUSINESS,14994809,1,2,1,4,16076107,24
891,RETIRED,5413030,3,2,1,4,17829276,34
892,JOB,9328394,10,2,3,2,20444675,65
893,RETIRED,8741093,5,1,2,2,19205672,51
894,JOB,2192399,6,2,5,3,8083361,44
895,RETIRED,1652461,10,3,1,4,16633674,70
896,BUSINESS,15313079,4,5,1,2,3240567,50
897,BUSINESS,14219433,6,4,6,4,22815855,26
898,FREELANCER,10490563,2,4,4,4,24296996,49
899,FREELANCER,13787650,1,1,1,2,16070774,42
900,JOB,12445954,9,2,1,3,1458916,24
901,FREELANCER,9624114,4,3,1,2,23805675,44
902,RETIRED,3077597,10,3,6,4,10677890,39
903,BUSINESS,1528390,9,1,2,3,23002097,36
904,JOB,4828235,7,2,5,4,9275342,25
905,FREELANCER,7651686,2,3,4,2,29406085,20
906,RETIRED,9473650,8,3,6,5,25442311,67
907,JOB,6541090,6,3,2,5,19392775,66
908,BUSINESS,4959035,7,2,3,4,6952470,32
909,RETIRED,12403152,8,4,2,4,18865810,47
910,JOB,14131250,9,1,3,4,16337314,26
911,JOB,3183774,7,3,5,2,14608372,35
912,BUSINESS,4736927,2,3,3,1,24601557,60
913,RETIRED,6935055,7,5,2,5,4266831,32
914,BUSINESS,14730537,8,1,6,3,23086959,22
915,RETIRED,4039148,6,1,3,4,28487984,22
916,BUSINESS,9250756,8,3,3,4,10609367,44
917,JOB,1441983,3,3,5,3,1859871,34
918,BUSINESS,6236767,3,3,6,2,17270635,44
919,RETIRED,9277399,6,4,2,5,10428535,64
920,JOB,5355500,6,3,4,2,962504,26
921,JOB,10984861,3,3,3,4,10579933,33
922,JOB,5535164,1,5,2,4,24922319,52
923,JOB,5780553,8,3,5,2,25600817,20
924,BUSINESS,13897181,7,1,3,2,9261408,23
925,FREELANCER,8080043,5,4,2,1,4271078,50
926,JOB,896567,8,3,2,2,26972005,60
927,RETIRED,4853764,6,4,5,1,6469325,26
928,FREELANCER,1960992,6,4,4,5,29249594,63
929,BUSINESS,5104132,7,5,4,1,10326910,35
930,FREELANCER,1187954,1,2,6,2,27398541,65
931,BUSINESS,4228707,8,2,4,5,9504154,26
932,FREELANCER,13757512,6,2,3,3,10238086,48
933,RETIRED,7496289,5,1,4,2,18242439,49
934,BUSINESS,9642720,6,2,3,2,24187558,31
935,BUSINESS,5529809,8,2,3,3,3861115,24
936,BUSINESS,12914382,8,4,4,3,23221164,58
937,RETIRED,13855155,4,2,5,5,22543185,58
938,BUSINESS,1558141,5,3,3,1,25193292,54
939,BUSINESS,2025711,7,4,4,1,8831778,59
940,BUSINESS,11331942,9,5,4,2,22711322,43
941,RETIRED,7239300,10,5,6,4,24778853,50
942,RETIRED,3439395,8,2,5,4,4970952,45
943,FREELANCER,8304064,3,3,2,4,10553629,36
944,JOB,6461070,9,5,5,4,9268920,70
945,FREELANCER,15062999,3,2,4,1,10145620,54
946,BUSINESS,12292669,5,1,3,3,11574455,33
947,RETIRED,14881211,2,3,6,1,16154499,55
948,RETIRED,9381551,9,3,4,1,6662854,27
949,BUSINESS,889015,8,2,3,2,14691689,26
950,BUSINESS,7196208,1,1,4,3,5524779,18
951,RETIRED,11830845,5,3,3,2,24248472,38
952,FREELANCER,4554880,3,3,3,5,23070724,28
953,BUSINESS,5670136,10,2,4,1,10625420,36
954,JOB,3896334,10,3,3,3,8021432,22
955,FREELANCER,10096556,7,2,4,5,12611725,45
956,BUSINESS,9674883,9,2,4,1,21403923,40
957,BUSINESS,9974844,8,3,3,2,15007946,65
958,RETIRED,4700100,4,4,4,4,4115694,45
959,JOB,5429346,7,2,2,4,21291833,70
960,FREELANCER,7279530,3,1,6,2,17432971,29
961,BUSINESS,4868983,4,4,5,1,11741979,47
962,JOB,2126046,5,5,4,2,22566993,42
963,JOB,7929399,9,1,2,4,3362818,39
964,JOB,9149709,3,3,4,2,15155397,67
965,RETIRED,14367165,5,2,3,4,22678405,38
966,FREELANCER,3838772,6,4,4,4,6040595,70
967,BUSINESS,9279729,10,3,3,2,989148,38
968,JOB,9795469,3,4,3,4,5762344,39
969,JOB,4915158,4,3,5,3,11778652,25
970,RETIRED,5114931,7,4,4,2,26839475,35
971,FREELANCER,3310598,10,1,5,2,26875306,61
972,BUSINESS,2682773,8,4,2,3,16132978,66
973,BUSINESS,12974480,5,3,3,1,8138699,27
974,FREELANCER,14598837,2,1,4,5,26271532,24
975,BUSINESS,10745839,3,4,3,3,26703402,67
976,JOB,7090225,10,2,2,4,6423260,50
977,JOB,807573,6,3,3,4,4048198,52
978,BUSINESS,11021495,2,3,5,1,23997646,63
979,RETIRED,5758536,7,2,4,1,1112741,66
980,FREELANCER,6979278,5,2,5,2,3882908,27
981,BUSINESS,13260713,5,4,3,1,10819195,63
982,FREELANCER,11644884,5,5,5,5,6836364,52
983,JOB,12137379,2,1,4,5,8437673,64
984,JOB,14261780,9,5,4,3,23645349,29
985,FREELANCER,12724508,2,1,2,5,26426307,36
986,JOB,13406831,6,2,2,5,27575674,35
987,RETIRED,14736076,10,4,6,4,7454357,37
988,FREELANCER,3076040,9,2,5,2,4557144,43
989,BUSINESS,5380881,4,4,3,1,21002775,64
990,BUSINESS,1036805,6,4,4,4,21115048,27
991,RETIRED,10124632,10,4,6,2,7804001,36
992,RETIRED,1644198,3,5,6,2,21194368,53
993,RETIRED,6740249,8,3,5,4,20023312,31
994,FREELANCER,9074870,9,2,2,3,1944348,39
995,RETIRED,2461103,2,4,5,3,17871090,47
996,RETIRED,13960855,8,3,5,5,9550846,20
997,RETIRED,5940065,7,3,6,1,15950928,54
998,FREELANCER,12149277,7,3,2,1,13731231,59
999,BUSINESS,11881705,1,4,5,4,8173139,19
1000,FREELANCER,5422078,1,1,3,3,7415367,22
1001,BUSINESS,4128415,8,5,2,3,23016832,20
1002,RETIRED,6978857,5,4,2,4,20127530,64
1003,FREELANCER,7679056,6,3,5,3,20843757,40
1004,RETIRED,4222193,1,3,6,3,16150697,60
1005,JOB,8989612,5,1,2,5,9875308,50
1006,FREELANCER,1392723,1,3,4,3,13863631,53
1007,RETIRED,13104605,7,4,2,5,622801,70
1008,BUSINESS,14640339,5,1,1,3,4172899,56
1009,JOB,5180713,8,2,6,3,5598215,69
1010,FREELANCER,7023736,1,5,1,2,10402128,58
1011,FREELANCER,5887341,9,1,2,1,6170685,31
1012,BUSINESS,11811478,2,4,3,2,24257338,21
1013,FREELANCER,4961853,2,4,3,2,13786548,49
1014,RETIRED,3217502,8,2,3,2,13413677,36
1015,RETIRED,3385673,7,3,1,3,14255140,33
1016,FREELANCER,3289210,8,1,3,2,12747515,38
1017,JOB,4064253,9,5,4,5,23020347,53
1018,FREELANCER,4770190,8,1,2,3,18865164,68
1019,BUSINESS,3438625,4,4,2,2,1644307,51
1020,FREELANCER,14658038,2,3,2,3,19416234,48
1021,BUSINESS,1912481,8,2,1,2,14977110,67
1022,JOB,11538553,7,3,3,2,3914317,35
1023,RETIRED,989744,7,4,3,4,22977285,26
1024,RETIRED,989350,3,1,6,4,12880816,51
1025,FREELANCER,14845898,4,4,2,2,8351913,71
1026,FREELANCER,9126865,6,1,4,1,14364357,57
1027,FREELANCER,13202668,7,2,5,3,27076475,66
1028,BUSINESS,4154286,9,4,2,2,12894510,26
1029,FREELANCER,9920632,5,4,4,3,24875244,43
1030,FREELANCER,14179148,1,1,5,1,14583670,66
1031,RETIRED,14389721,1,3,5,1,12309429,31
1032,JOB,13332359,3,5,3,3,18870378,67
1033,BUSINESS,5543281,9,4,6,2,18270811,56
1034,BUSINESS,3308295,7,1,2,2,19291953,70
1035,JOB,7615674,7,3,1,3,22954376,52
1036,FREELANCER,8946109,8,4,4,4,29174409,53
1037,RETIRED,8906639,10,2,4,3,26064180,69
1038,RETIRED,6916675,1,3,4,2,4151042,71
1039,RETIRED,5663492,9,2,4,1,17756155,47
1040,JOB,12728862,3,3,3,1,27888014,31
1041,BUSINESS,1770994,10,3,5,1,27198137,26
1042,FREELANCER,4642786,4,5,6,2,23169940,64
1043,BUSINESS,14123175,8,4,3,3,9406585,21
1044,FREELANCER,13852317,8,5,2,5,14713536,22
1045,FREELANCER,10919574,10,2,4,4,22746441,60
1046,FREELANCER,1606431,4,4,2,5,25422764,55
1047,JOB,6467273,7,1,5,4,28680091,49
1048,JOB,12785880,2,2,4,4,3813864,65
1049,RETIRED,11993550,6,4,1,4,22950821,33
1050,RETIRED,15071853,1,1,2,2,17177677,38
1051,FREELANCER,1918844,4,3,3,3,1697183,30
1052,RETIRED,8635905,3,2,2,2,11459941,55
1053,JOB,8915306,3,2,6,4,11016751,71
1054,RETIRED,14176741,8,4,1,1,28959252,22
1055,BUSINESS,6258628,1,2,4,4,5747901,41
1056,BUSINESS,8684177,4,5,3,3,1015018,69
1057,BUSINESS,4837502,4,2,2,2,20190959,43
1058,JOB,2786992,1,4,2,5,10619685,53
1059,FREELANCER,15300158,6,2,1,4,9677160,22
1060,FREELANCER,8340601,9,5,2,2,29222808,23
1061,BUSINESS,12570957,10,4,2,5,17473911,22
1062,FREELANCER,7057429,1,1,2,2,26037200,39
1063,JOB,13597608,2,2,4,1,28298468,71
1064,FREELANCER,11495021,2,1,2,2,18752715,26
1065,BUSINESS,8610621,6,1,6,4,3273210,20
1066,RETIRED,10131781,5,3,3,4,4115860,20
1067,BUSINESS,15173976,9,3,4,4,3999205,40
1068,RETIRED,7341285,9,1,2,3,24810012,57
1069,BUSINESS,14425611,5,1,4,4,17038311,42
1070,FREELANCER,13601380,8,4,2,2,24461378,53
1071,BUSINESS,14139046,8,4,4,5,5913965,49
1072,JOB,13561477,7,1,3,5,17093528,50
1073,JOB,11646746,2,2,2,4,5311775,21
1074,JOB,6154064,10,5,5,2,3131578,37
1075,FREELANCER,13293077,5,2,3,3,844902,52
1076,FREELANCER,11404610,8,5,5,3,5275621,51
1077,FREELANCER,3834679,3,2,6,1,22537670,40
1078,FREELANCER,10130226,8,4,3,4,5760462,70
1079,RETIRED,2230365,5,1,6,2,21582961,26
1080,JOB,7252217,8,5,3,3,28079204,59
